"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"828.91209","018502479","Monograph","Language material ; Text","Online resource","GBB7J0633","","9781351517652","Rodden, John","","person","","Rodden, John [person]","George Orwell : the politics of literary reputation","'A Sexist After All?': The Feminists' Orwell -- ; 'Always Fighting Against Something': George Woodcock and the Anarchists' Orwell -- ; 'An Ex-Socialist': Raymond Williams and the British Marxists' Orwell -- ; 'Enemy of Mankind?': The Soviet Union's Orwell -- ; 'Friend and Prophet': T.R. Fyvel and the Tribune writers' Orwell -- ; 'If Orwell Were Alive Today,' -- ; 'Knight Errant of Social Justice': Orwell as Don Quixote -- ; 'Media Prophet': Orwell on the Telescreen -- ; 'Permanent Outsider' Among Friends: Orwell's Compartmentalized Life -- ; 'St. George, ' The Halfway Saint ; 'The Faces Behind the Page': Images of Orwell -- ; A Critical Perspective -- ; A Rebel's Progress -- ; Anatomy of Reputation -- ; Approaching Orwell's Reputation: Distinctive Features -- ; Author of the book -- ; Between Literary Figure and Institutional Reader -- ; Critic and Object of Popular Culture -- ; Decency and Democracy: The Aspiring Plebeian -- ; From Aesthetic to Rhetoric -- ; Identification and Identity -- ; Introduction: Appraising Famous Men: Mediating Biography and Society -- ; Literary Studies and the Problem of Reputation -- ; Lives of Independence: The History of Orwell Biography -- ; Orwell into the Nineties -- ; Politics of literary reputation ; Reputation, Legacy, Historiography -- ; Terms of Repute: Conditions, Constraints -- ; The Common Man -- ; The Portrait Gallery -- ; The Prophet -- ; The Reading Experience and the Writer's Public Image -- ; The Rebel -- ; The Saint -- ; The Spectre of Der Grosse Bruder: West Germany's Orwell --","","","","","Routledge","2017","","1 online resource (510 pages)","ELD.DS.176787","Kanon ; Canon (Literature) ; Rezeption ; Orwell, George, 1903-1950 ; Orwell, George, 1903-1950--Criticism and interpretation--History","Criticsm and interpretation ; History","English","",""
"828.91209","018507896","Monograph","Language material ; Text","Online resource","GBB7G9396","","9780241281956","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person] ; Davison, Peter, 1926-, editor [person]","A life in letters","","Modern classics","","England","London","Penguin","2011","","1 online resource, illustrations","ELD.DS.182375","LITERARY COLLECTIONS / Letters ; Novelists, English--20th century--Correspondence ; Autobiography: Literary ; Engelska författare x1900-talet--brev ; Orwell, George, 1903-1950--brev ; Orwell, George, 1903-1950--Correspondence","Correspondence","English","Originally published: London: Harvill Secker, 2010",""
"828.91209","018511526","Monograph","Language material ; Text","Online resource","GBB7H3077","","9781409028505","Taylor, D. J. (David John)","1960-","person","","Taylor, D. J. (David John), 1960- [person]","Orwell : the life","","","","England ; United Kingdom","London","Vintage Digital","2010","","1 online resource (496 pages)","ELD.DS.183507","Literature and society ; Politics and literature--England--History--20th century ; Literary studies: from c 1900 - ; Literature and society--England--History--20th century ; Journalists--Great Britain--Biography ; Authors, English ; Literary studies: fiction, novelists & prose writers ; Orwell, George, 1903-1950 ; Novelists, English--20th century--Biography ; Authors, English--20th century--Biography ; LITERARY CRITICISM / General","Biography ; History","English","",""
"828.91209","018529752","Monograph","Language material ; Text","Online resource","GBB7I3260","","9780141912288","Orwell, George","1903-1950","person","","Paxman, Jeremy, 1950- [person] ; Orwell, George, 1903-1950 [person]","Shooting an elephant","Essays. Selections","Penguin Modern Classics","","England ; United States of America","London ; New York","Penguin","2009","","1 online resource","ELD.DS.196585","LITERARY COLLECTIONS / Essays","","English","",""
"828.91209","018691418","Serial","Language material ; Text","Volume","","","","","","","","Orwell Society [organisation]","Newsletter","Newsletter (Orwell Society) ; O.S. newsletter ; The Orwell Society newsletter","","","England","Chichester, West Sussex","Orwell Society","2012-2014","","5 volumes, illustrations (black and white and colour), 21-23 cm","ZC.9.a.9665","Orwell, George, 1903-1950--Appreciation--Periodicals ; Orwell, George, 1903-1950--Political and social views--Periodicals ; Orwell, George, 1903-1950--Criticism and interpretation--Periodicals ; Orwell, George, 1903-1950--Periodicals ; Orwell Society--Periodicals","Periodical","English","Continued by: Journal (Orwell Society) ; Place of publication change: Catherine-de-Barnes, Solihull, 2014",""
"828.91209","018691419","Serial","Language material ; Text","Volume","GBB814486","","","","","","","Orwell Society [organisation]","Journal","Journal (Orwell Society) ; The Orwell Society journal","","","England","Catherine-de-Barnes, Solihull","Orwell Society","2015-","","illustrations (black and white and colour), 21 cm","ZC.9.a.9665","Orwell, George, 1903-1950--Appreciation--Periodicals ; Orwell, George, 1903-1950--Political and social views--Periodicals ; Orwell, George, 1903-1950--Criticism and interpretation--Periodicals ; Orwell, George, 1903-1950--Periodicals ; Orwell Society--Periodicals","Periodical","English","Continues: Newsletter (Orwell Society) ; Designation changes from months to seasons, summer 2017-)",""
"828.91209","019061872","Monograph","Language material ; Text","Volume","GBB8H5277","","9780198738527","Dwan, David","","person","author","Dwan, David, author [person]","Liberty, equality, and humbug : Orwell's political ideals","","","","England","Oxford","Oxford University Press","2018","","viii, 302 pages, 24 cm","","Politics and literature ; Politics in literature ; Orwell, George, 1903-1950--Criticism and interpretation ; Political science--Philosophy ; Orwell, George, 1903-1950--Political and social views","","English","",""
"828.91209","019062854","Monograph","Language material ; Text","Online resource (ebook)","GBB8H6255","","9780191801792","Dwan, David","","person","author","Dwan, David, author [person]","Liberty, equality, and humbug : Orwell's political ideals","","","","England","Oxford","Oxford University Press","2018","First edition","1 online resource","","Politics and literature ; Politics in literature ; Orwell, George, 1903-1950--Criticism and interpretation ; Political science--Philosophy ; Orwell, George, 1903-1950--Political and social views","","English","Additional physical form: Print version. 9780198738527 ; This edition previously issued in print: 2018",""
"828.91209","019123767","Monograph","Language material ; Text","Volume","GBB8K9913","","9781476666778","Connelly, Mark","1951-","person","author","Connelly, Mark, 1951-, author [person]","George Orwell : a literary companion","","Mcfarland literary companions","","United States of America","Jefferson, North Carolina","McFarland","2018","","vii, 202 pages, 26 cm","","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"828.91209","019141498","Monograph","Language material ; Text","Volume","","","9781476673691","Ryan, David","1968-","person","author","Ryan, David, 1968-, author [person] ; Kennedy, A. L., writer [person]","George Orwell on screen : adaptations, documentaries and docudramas on film and television","","","","United States of America","Jefferson, North Carolina","McFarland","2018","","viii, 247 pages, illustrations, 23 cm","YD.2019.a.26","Orwell, George, 1903-1950--Television adaptations ; Orwell, George, 1903-1950--In motion pictures ; Orwell, George, 1903-1950--Film adaptations","","English","",""
"828.91209","019291856","Monograph","Language material ; Text","Online resource","GBB949633","","9780857715357 ; 9780857732828 ; 9781441629012","Bounds, Philip","","person","","Bounds, Philip [person]","Orwell and Marxism : the political and cultural thinking of George Orwell","","International library of cultural studies","4 [International library of cultural studies]","England ; United States of America","London ; New York","I.B. Tauris","2009","","1 online resource (253 pages)","ELD.DS.394872","Political and social views ; Marxismus ; Orwell, George, 1903-1950--Political and social views ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Politics and literature--Great Britain--History--20th century ; Communism and literature ; Kulturkritik ; Orwell, George, 1903-1950--Criticism and interpretation ; Communism and literature--Great Britain--History--20th century ; Politisches Denken","Criticsm and interpretation ; History","English","",""
